title,user,user_type,review,publish_date,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,cities,len_cities,sum_ratings,count_ratings,avg_rating,title_blob,review_blob,review_tokens,title_tokens,review_sent
Delayed 4 hours,Asif Khan,TripVerified," Toronto to Zurich. Delayed 4 hours, this is the second time happen. The fare was too expensive and compensation was only $20, really unfair. Even the airline is not sure if I will get a connecting flight and at what time. Prefer not to travel by Air Canada again",22nd December 2019,Solo Leisure,Economy Class,Toronto to Zurich,December 2019,1,1,1,1,1,1,1,['Toronto'],1,7.0,7,1.0,0.0,-0.25,"['zurich', 'delayed', 'hours', 'second', 'time', 'happen', 'fare', 'expensive', 'compensation', 'really', 'unfair', 'airline', 'sure', 'connecting', 'time', 'prefer', 'travel']","['delayed', 'hours']",neg
cabin crew very friendly,Bruce Tsang,TripVerified," Hong Kong to Toronto. The cabin crew are very friendly but my food was not great. A problem is the toilet I used was dirty before we've taken off. Need more attention inside the cabin, special the chairs and washroom.",22nd December 2019,Couple Leisure,Economy Class,Hong Kong to Toronto,December 2019,1,3,1,3,3,0,3,['Toronto'],1,14.0,6,2.3333333333333335,0.48750000000000004,0.051884920634920645,"['hong', 'kong', 'cabin', 'crew', 'friendly', 'food', 'great', 'problem', 'toilet', 'used', 'dirty', 'taken', 'need', 'attention', 'inside', 'cabin', 'special', 'chairs', 'washroom']","['cabin', 'crew', 'friendly']",pos
will avoid at all costs,Cesar A Carreno,NotVerified," Regina to Montreal via Toronto. What is described below is not a one-time occurrence, it has a rather disturbing high frequency on my travels. Paid for a more expensive flight to arrive earlier as I had an event. Wasted my money due to the delays. The departing flight (AC1114 from Regina to Toronto) was delayed due to ""additional flight preparation time"". The flight was then delayed two more times, to the point of missing my connection. To top it off, when consulting the departing gate to change the missed connection, was instructed to do so in Toronto. I made the big mistake of being nice to them and checked my carry on to assist them with space for other passengers. Big mistake as the whole Air Canada Toronto personnel that I consulted seemed to be trained to purposely do nothing to change a flight if baggage is checked. When requesting for an earlier flight, one of the people asked if I wanted to go on the next flight, to what I answer ""Yes!"" to then tell me he couldn't do it because of the checked luggage and telling me that he needed 1h and 15min for changing. Asked then for a flight apart 1.5 hrs, to what they say ""cannot do with checked luggage"". Do you notice the change of tone there? If this was a single occurrence, I would have said ""one time thing"" but this is the third time out of four flights I've got. Due to the frequency, I will avoid at all cost. I hope you do the same. And I travel frequently, with different airlines. Have not been as deceived as with AC.",21st December 2019,Business,Economy Class,Regina to Montreal via Toronto ,December 2019,3,3,3,2,2,2,2,"['Regina', 'Toronto']",2,17.0,7,2.4285714285714284,0.0,0.024523809523809517,"['montreal', 'via', 'described', 'occurrence', 'rather', 'disturbing', 'high', 'frequency', 'travels', 'paid', 'expensive', 'arrive', 'earlier', 'event', 'wasted', 'money', 'due', 'delays', 'departing', 'delayed', 'due', 'additional', 'preparation', 'time', 'delayed', 'times', 'point', 'missing', 'connection', 'top', 'consulting', 'departing', 'gate', 'change', 'missed', 'connection', 'instructed', 'big', 'mistake', 'nice', 'checked', 'carry', 'assist', 'space', 'passengers', 'big', 'mistake', 'whole', 'personnel', 'consulted', 'seemed', 'trained', 'purposely', 'nothing', 'change', 'baggage', 'checked', 'requesting', 'earlier', 'people', 'asked', 'wanted', 'answer', 'yes', 'tell', 'checked', 'luggage', 'telling', 'needed', 'changing', 'asked', 'apart', 'hrs', 'checked', 'luggage', 'notice', 'change', 'tone', 'single', 'occurrence', 'time', 'thing', 'third', 'time', 'four', 'due', 'frequency', 'avoid', 'cost', 'hope', 'travel', 'frequently', 'different', 'airlines', 'deceived', 'ac']","['avoid', 'costs']",pos
service was not amazing,M Bamatuya,TripVerified,"  Toronto to Frankfurt. Onboard service was not amazing, the staff looked overworked. The flight was full and there was no prior assessment of hand luggage storage. The flight took off nearly an hour late as the staff were rearranging hand luggage in the cabin as a result we landed in Frankfurt 30 minutes late. I missed my connecting flight and have to wait over 5 hours for my rescheduled flight. The Lufthansa staff at Frankfurt are not helpful at all, my flight was originally booked with Lufthansa and they have not shown any empathy or given assistance!!",21st December 2019,Business,Economy Class,Toronto to Frankfurt,December 2019,1,1,2,0,1,0,1,['Toronto'],1,6.0,5,1.2,-0.30000000000000004,0.019419642857142847,"['frankfurt', 'onboard', 'service', 'amazing', 'staff', 'looked', 'overworked', 'full', 'prior', 'assessment', 'hand', 'luggage', 'storage', 'took', 'nearly', 'hour', 'late', 'staff', 'rearranging', 'hand', 'luggage', 'cabin', 'result', 'landed', 'frankfurt', 'minutes', 'late', 'missed', 'connecting', 'wait', 'hours', 'rescheduled', 'lufthansa', 'staff', 'frankfurt', 'helpful', 'originally', 'booked', 'lufthansa', 'shown', 'empathy', 'given', 'assistance']","['service', 'amazing']",pos
delayed for 4 hours,Jasper Kong,TripVerified,"  Toronto to Tokyo. Flight is delayed for 4 hours. The worst part is their customer service it wait at least 30min before answering my call, and the operator said they cannot help.",21st December 2019,Family Leisure,Economy Class,Toronto to Tokyo,December 2019,0,0,0,0,1,0,3,"['Toronto', 'Tokyo']",2,4.0,2,2.0,0.0,-0.65,"['delayed', 'hours', 'worst', 'part', 'customer', 'service', 'wait', 'least', 'answering', 'call', 'operator', 'help']","['delayed', 'hours']",neg
flight went fairly well,William Gibbons,NotVerified,  The flight from Montreal to Paris went fairly well. The dinner for the flight was okay but breakfast was an insult. The light continental breakfast consisted of one slice of moist ginger bread and the usual hot or cold beverage. ,19th December 2019,Family Leisure,Economy Class,Calgary to Calgary via Calgary,December 2019,3,3,3,4,3,3,3,"['Calgary', 'Calgary', 'Calgary']",3,22.0,7,3.142857142857143,0.7,0.16666666666666666,"['montreal', 'fairly', 'well', 'dinner', 'okay', 'breakfast', 'insult', 'light', 'continental', 'breakfast', 'consisted', 'slice', 'moist', 'ginger', 'bread', 'usual', 'hot', 'cold', 'beverage']","['fairly', 'well']",pos
I like the onboard crew,M Neahle,TripVerified,  Frankfurt to Toronto with Air Canada. What I like about Air Canada is the onboard crew and that they were continuously serving water throughout the flight. Seats and entertainment are average - do big see a big difference to other North American Airlines. What I don’t like is 63 minutes waiting time to call their reservations department. I am not too impressed by their onboard catering in regard to quantity and quality. The lounge I used in Toronto is underwhelming.,19th December 2019,Business,Economy Class,Frankfurt to Toronto,December 2019,4,5,3,3,2,0,2,['Toronto'],1,19.0,6,3.1666666666666665,0.0,0.12083333333333333,"['frankfurt', 'like', 'onboard', 'crew', 'continuously', 'serving', 'water', 'throughout', 'seats', 'entertainment', 'average', 'big', 'see', 'big', 'difference', 'north', 'american', 'airlines', 'like', 'minutes', 'waiting', 'time', 'call', 'reservations', 'department', 'impressed', 'onboard', 'catering', 'regard', 'quantity', 'quality', 'lounge', 'used', 'underwhelming']","['like', 'onboard', 'crew']",pos
seats that are far too small,G Gordon,TripVerified," Frankfurt to Toronto with Air Canada. Crammed into seats that are far too small for normal sized people, you are separated from travel companions and loved ones. It’s not just Air Canada, it’s all airlines. They have found a way to make us pay ridiculously high fees while still providing worse and worse services.",19th December 2019,Couple Leisure,Economy Class,Frankfurt to Toronto,December 2019,1,1,0,0,1,0,1,['Toronto'],1,4.0,4,1.0,-0.075,0.008571428571428563,"['frankfurt', 'crammed', 'seats', 'far', 'small', 'normal', 'sized', 'people', 'separated', 'travel', 'companions', 'loved', 'ones', 'airlines', 'found', 'way', 'make', 'pay', 'ridiculously', 'high', 'fees', 'still', 'providing', 'worse', 'worse', 'services']","['seats', 'far', 'small']",pos
best in class service,David Zaltzman,NotVerified,  Toronto to Vancouver. Upon boarding at Toronto Pearson airport at gate 38 on December 18 2019 the Air Canada crew noticed that although I have super elite status my seat was way at the back. When inquiring about it I told Annette that it was a last minute booking and no other better seat was available. Without asking for any change Annette asked me if I didn’t mind to wait for a second to check if there was a better seat for me. Within few seconds she came back with a new boarding pass and a better seat. That is the best service when you really don’t expect it. Thank you Annette And Air Canada for a best in class service!,18th December 2019,Business,Economy Class,Toronto to Vancouver,December 2019,5,5,5,5,5,5,5,"['Toronto', 'Vancouver']",2,35.0,7,5.0,1.0,0.295479797979798,"['upon', 'boarding', 'pearson', 'airport', 'gate', 'december', 'crew', 'noticed', 'although', 'super', 'elite', 'status', 'seat', 'way', 'back', 'inquiring', 'told', 'annette', 'last', 'minute', 'booking', 'better', 'seat', 'available', 'asking', 'change', 'annette', 'asked', 'mind', 'wait', 'second', 'check', 'better', 'seat', 'within', 'seconds', 'came', 'back', 'new', 'boarding', 'pass', 'better', 'seat', 'best', 'service', 'really', 'expect', 'thank', 'annette', 'best', 'class', 'service']","['best', 'class', 'service']",pos
totally unacceptable,T Jones,TripVerified," Boston to Tokyo via Toronto. My first flight on Air Canada this morning was delayed due to weather. When I arrived in Toronto I had missed the connection and they handed new boarding passes which get me to my destination two days after I was supposed to arrive. I was taking this flight because it was nonstop and paid for premium economy. They’ve provided me with a hotel for one night but I end up now going through Korea and have to spend a night in the airport without a hotel. I have been on hold on their help phone for over one hour. I have also been at the customer ticketing booth and took a number which was number 243 3: 207 PM today and after an hour and 15 minutes, they had only served 40 people. I Was on hold for over one hour when someone finally answered. After explaining the situation and indicating I would be willing to go to a different airport in Tokyo the woman said to please hold and after about 15 minutes I was disconnected. I am now starting over and I’m now on hold to speak to someone again. I’ve tried calling them myself on my cell phone however if you listen to the recording it literally says that they will not take your call because of their new reservation system. Please see photos showing how they have rebooked me with three additional flights going through another country and ending up at my destination two days later. This is totally unacceptable and I can’t even speak to someone to see if there are any alternatives which is why I am posting this review as I stay on hold. In addition, I went to three lines at the airport to try to get help and each person sent me somewhere else. I will never ever fly this airline again. It’s one thing to offer me a hotel in Toronto this evening but then to expect me to arrive in Korea and spend the night on a chair waiting for a flight is also unacceptable aside from all these time issues. Thank goodness I sent my family from New York on United Airlines. They are not even aware of my problem since they are flying to Tokyo and I am not.",18th December 2019,Solo Leisure,Premium Economy,Boston to Tokyo via Toronto,December 2019,1,1,1,0,3,0,1,"['Boston', 'Tokyo', 'Toronto']",3,7.0,5,1.4,0.0,0.1310064935064935,"['via', 'first', 'morning', 'delayed', 'due', 'weather', 'arrived', 'missed', 'connection', 'handed', 'new', 'boarding', 'passes', 'destination', 'days', 'supposed', 'arrive', 'taking', 'nonstop', 'paid', 'premium', 'economy', 'provided', 'hotel', 'night', 'end', 'going', 'korea', 'spend', 'night', 'airport', 'hotel', 'hold', 'help', 'phone', 'hour', 'customer', 'ticketing', 'booth', 'took', 'number', 'number', 'pm', 'today', 'hour', 'minutes', 'served', 'people', 'hold', 'hour', 'someone', 'finally', 'answered', 'explaining', 'situation', 'indicating', 'willing', 'different', 'airport', 'woman', 'please', 'hold', 'minutes', 'disconnected', 'starting', 'hold', 'speak', 'someone', 'tried', 'calling', 'cell', 'phone', 'listen', 'recording', 'literally', 'says', 'take', 'call', 'new', 'reservation', 'system', 'please', 'see', 'photos', 'showing', 'rebooked', 'three', 'additional', 'going', 'another', 'country', 'ending', 'destination', 'days', 'later', 'totally', 'unacceptable', 'speak', 'someone', 'see', 'alternatives', 'posting', 'review', 'stay', 'hold', 'addition', 'three', 'lines', 'airport', 'try', 'help', 'person', 'sent', 'somewhere', 'else', 'never', 'ever', 'fly', 'airline', 'thing', 'offer', 'hotel', 'evening', 'expect', 'arrive', 'korea', 'spend', 'night', 'chair', 'waiting', 'unacceptable', 'aside', 'time', 'issues', 'thank', 'goodness', 'sent', 'family', 'new', 'york', 'united', 'airlines', 'aware', 'problem', 'since', 'flying']","['totally', 'unacceptable']",pos
new app never works for me,G Lanelli,TripVerified,"  Montreal to Toronto. Their new app never works for me nor it is up to date. Is that difficult to update to provide accurate information that is critical for passengers? The entertainment device was scratched, broken and/or defective. Some planes have defective seats and non-working electric outlets. If you complain, they offer you $50-$100 as if that would solve the problem or if that was a fair compensation. ",18th December 2019,Business,Economy Class,Montreal to Toronto,December 2019,1,1,0,1,1,0,1,['Toronto'],1,5.0,5,1.0,0.13636363636363635,0.05606060606060606,"['montreal', 'new', 'app', 'never', 'works', 'date', 'difficult', 'update', 'provide', 'accurate', 'information', 'critical', 'passengers', 'entertainment', 'device', 'scratched', 'broken', 'defective', 'planes', 'defective', 'seats', 'electric', 'outlets', 'complain', 'offer', 'solve', 'problem', 'fair', 'compensation']","['new', 'app', 'never', 'works']",pos
booking reference no longer existed,C Strumpher,TripVerified,"  I’ve spent the last month attempting to organize my itinerary. I waited a total of 6 hrs on hold for their customer service line. Each time they hung up on me (before I could speak) or an answering machine informed me they couldn't even put me on hold or take my call. I had to make multiple trips to the airport to ask questions that should be cleared online or over the phone, though they failed to give such options which were available in the past. I understand they're reworking their ""system"" but this is insane.  I don't appreciate the website telling me to see an Air Canada employee in person, only to go to a local airport (London, Ontario) to find the lady refusing to help me after I found out for no reason explained to me that my booking reference no longer existed the day before I'm supposed to leave. She kept saying “I don’t know. Can’t help you” even though she has the tools to look up my booking to see if there’s any issues on my end or hers. I had to ask her work colleague for help. It turned out the problem was a very simple one, and my time and theirs would’ve been saved if she had been happy to do her job and help me the moment I asked her.",17th December 2019,Solo Leisure,Economy Class,London to Winnipeg via Toronto,December 2019,0,0,0,0,0,0,2,"['London', 'Winnipeg', 'Toronto']",3,2.0,1,2.0,0.0,-0.049999999999999996,"['spent', 'last', 'month', 'attempting', 'organize', 'itinerary', 'waited', 'total', 'hrs', 'hold', 'customer', 'service', 'line', 'time', 'hung', 'speak', 'answering', 'machine', 'informed', 'put', 'hold', 'take', 'call', 'make', 'multiple', 'trips', 'airport', 'ask', 'questions', 'cleared', 'online', 'phone', 'though', 'failed', 'give', 'options', 'available', 'past', 'understand', 'reworking', 'system', 'insane', 'appreciate', 'website', 'telling', 'see', 'employee', 'person', 'local', 'airport', 'find', 'lady', 'refusing', 'help', 'found', 'reason', 'explained', 'booking', 'reference', 'longer', 'existed', 'day', 'supposed', 'leave', 'kept', 'saying', 'know', 'help', 'though', 'tools', 'look', 'booking', 'see', 'issues', 'end', 'ask', 'work', 'colleague', 'help', 'turned', 'problem', 'simple', 'time', 'saved', 'happy', 'job', 'help', 'moment', 'asked']","['booking', 'reference', 'longer', 'existed']",neg
we had to switch planes,M Vardon,TripVerified,"  Calgary to Toronto. After boarding the plane we were told that we might have to switch planes due to that one needing repairs, so we had to wait another 15 minutes to find out, then the captain announced that we had to switch planes and that the next one would be there at 10:45. So I went to my next gate and the plane didn’t arrive until about 11:30. The captain and crew assured us that they were taking care of the connection issues, which may have been true for some people but not for me.  My in flight entertainment didn’t work and the charging ports didn’t work. I ended up just sleeping the whole flight anyway since I have flu. When we landed in Toronto and I could use my phone again I had a notification saying they rebooked my next flight which was to Timmins but I was flying on the 14th and they rebooked me for the 16th even though there was a flight that night to Timmins with room on it. I had to pay over $300 for a ticket onto that flight because of their mistake. I had to wait another 3 hours in the Toronto airport for my next flight. I was supposed to have been in Timmins by 6:30 that night but didn’t make it there till almost 12 in the morning.",16th December 2019,Solo Leisure,Economy Class,Calgary to Toronto,December 2019,1,1,1,0,1,0,1,"['Calgary', 'Toronto']",2,5.0,5,1.0,0.0,0.060714285714285714,"['boarding', 'plane', 'told', 'might', 'switch', 'planes', 'due', 'needing', 'repairs', 'wait', 'another', 'minutes', 'find', 'captain', 'announced', 'switch', 'planes', 'gate', 'plane', 'arrive', 'captain', 'crew', 'assured', 'taking', 'care', 'connection', 'issues', 'may', 'true', 'people', 'entertainment', 'work', 'charging', 'ports', 'work', 'ended', 'sleeping', 'whole', 'anyway', 'since', 'flu', 'landed', 'use', 'phone', 'notification', 'saying', 'rebooked', 'flying', 'rebooked', 'though', 'night', 'room', 'pay', 'ticket', 'onto', 'mistake', 'wait', 'another', 'hours', 'airport', 'supposed', 'night', 'make', 'till', 'almost', 'morning']","['switch', 'planes']",pos
